transaction_id,po_number,company_code,purchasing_org,purchasing_group,document_type,date,vendor_number,supplier_id,supplier_name,plant_code,site,storage_location,material_number,category,description,quantity,unit_price,total_amount,currency,on_contract,planned_lead_days,planned_delivery_date,actual_gr_date,gr_document_number,delivery_status,days_late
TX-01861,PO-21330,CA01,PO01,PG2,NB,2025-10-09,100035,S035,Rockwell Automation,NX10,Allan,SL02,MAT-10036,Electrical,Control panel,13.84,6235.82,86303.75,CAD,1,14,2025-10-23,2025-10-30,GR5000105,Late,7
TX-02207,PO-64443,CA01,PO01,PG1,NB,2023-07-09,100040,S040,Generic Supplies Inc,NX30,Cory,SL01,MAT-10035,MRO,Conveyor belt,2.12,3809.0,8075.08,CAD,0,15,2023-07-24,2023-07-24,GR5000106,On Time,0
TX-00402,PO-67637,CA01,PO01,PG4,NB,2025-02-20,100038,S038,Prairie Packaging,NX30,Cory,SL04,MAT-10047,Packaging,Corrugated box,19.1,935.89,17875.5,CAD,1,5,2025-02-25,2025-02-25,GR5000107,On Time,0
TX-00815,PO-21282,CA01,PO01,PG3,NB,2025-05-18,100028,S028,BioAgra Solutions,NX10,Allan,SL03,MAT-10030,Agri-Chemicals,Micronutrient blend,14.84,4039.2,59941.73,CAD,0,10,2025-05-28,2025-05-28,GR5000108,On Time,0
TX-01753,PO-96884,CA01,PO01,PG4,NB,2025-01-29,100025,S025,Direct Safety,NX40,Patience Lake,SL04,MAT-10048,Safety,Hard hat,22.5,83.29,1874.03,CAD,0,7,2025-02-05,2025-02-05,GR5000109,On Time,0
TX-01227,PO-39607,CA01,PO01,PG5,UB,2023-02-19,100016,S016,Nutrien Logistics,NX10,Allan,SL05,MAT-10029,Logistics,Expedited shipping,5.31,3745.45,19888.34,CAD,0,2,2023-02-21,2023-02-21,GR5000110,On Time,0
TX-00539,PO-85757,CA01,PO01,PG2,NB,2024-01-23,100034,S034,ABB Canada,NX30,Cory,SL02,MAT-10046,Instrumentation,Pressure transmitter,1.1,18975.67,20873.24,CAD,1,12,2024-02-04,2024-02-04,GR5000111,On Time,0
TX-02303,PO-73470,CA01,PO01,PG2,NB,2025-05-02,100033,S033,Siemens Canada,NX20,Vanscoy,SL02,MAT-10025,Instrumentation,Analyzer calibration,8.64,2984.72,25787.98,CAD,1,10,2025-05-12,2025-05-09,GR5000112,On Time,0
TX-02273,PO-38348,CA01,PO01,PG4,NB,2025-04-21,100039,S039,Sealed Air Canada,NX20,Vanscoy,SL04,MAT-10013,Packaging,Pallet wrap,45.5,1914.47,87108.38,CAD,1,8,2025-04-29,2025-05-04,GR5000113,Late,5
TX-02158,PO-62793,CA01,PO01,PG1,NB,2025-07-09,100003,S003,Grainger Canada,NX10,Allan,SL01,MAT-10012,MRO,Coupling set,19.24,151.99,2924.29,CAD,1,3,2025-07-12,2025-07-12,GR5000114,On Time,0
TX-00731,PO-44242,CA01,PO01,PG5,UB,2023-11-06,100037,S037,Purolator,NX70,Aurora,SL05,MAT-10022,Logistics,Outbound freight,13.52,3273.25,44254.34,CAD,1,1,2023-11-07,2023-11-07,GR5000115,On Time,0
TX-02100,PO-11398,CA01,PO01,PG3,NB,2025-04-13,100040,S040,Generic Supplies Inc,NX50,Redwater,SL03,MAT-10042,Agri-Chemicals,Urea 46-0-0,15.8,6559.76,103644.21,CAD,0,15,2025-04-28,2025-05-05,GR5000116,Late,7
TX-00041,PO-96900,CA01,PO01,PG5,UB,2025-12-29,100036,S036,Canpar Courier,NX10,Allan,SL05,MAT-10039,Logistics,Flatbed transport,1.51,3455.15,5217.28,CAD,1,1,2025-12-30,2025-12-30,GR5000117,On Time,0
TX-00564,PO-98356,CA01,PO01,PG5,UB,2025-11-27,100036,S036,Canpar Courier,NX20,Vanscoy,SL05,MAT-10028,Logistics,Inbound freight,9.74,5669.08,55216.84,CAD,1,1,2025-11-28,2025-11-28,GR5000118,On Time,0
TX-01773,PO-63908,CA01,PO01,PG2,NB,2025-04-03,100032,S032,Endress+Hauser,NX70,Aurora,SL02,MAT-10002,Instrumentation,Flow meter,11.93,20319.66,242413.54,CAD,1,21,2025-04-24,2025-04-24,GR5000119,On Time,0
TX-01126,PO-32027,CA01,PO01,PG1,NB,2023-06-28,100002,S002,Wesco Distribution,NX60,Rocanville,SL01,MAT-10006,MRO,Gear oil,6.73,3045.13,20493.72,CAD,1,5,2023-07-03,2023-07-03,GR5000120,On Time,0
TX-00435,PO-49106,CA01,PO01,PG3,NB,2025-10-21,100026,S026,Sask Chemical Corp,NX10,Allan,SL03,MAT-10007,Chemicals,Corrosion inhibitor,3.28,8423.81,27630.1,CAD,1,6,2025-10-27,2025-10-27,GR5000121,On Time,0
TX-01530,PO-36112,CA01,PO01,PG2,NB,2024-10-08,100032,S032,Endress+Hauser,NX40,Patience Lake,SL02,MAT-10009,Instrumentation,Level sensor,8.87,21128.97,187413.96,CAD,1,21,2024-10-29,2024-10-29,GR5000122,On Time,0
TX-01512,PO-46403,CA01,PO01,PG3,NB,2024-03-14,100027,S027,Western Agri-Chem,NX50,Redwater,SL03,MAT-10021,Chemicals,Process chemical,19.15,11389.49,218108.73,CAD,1,8,2024-03-22,2024-03-22,GR5000123,On Time,0
TX-02307,PO-96922,CA01,PO01,PG5,UB,2025-02-10,100036,S036,Canpar Courier,NX70,Aurora,SL05,MAT-10039,Logistics,Flatbed transport,19.0,4594.36,87292.84,CAD,1,1,2025-02-11,2025-02-08,GR5000124,On Time,0
TX-00477,PO-42537,CA01,PO01,PG4,NB,2025-02-26,100039,S039,Sealed Air Canada,NX40,Patience Lake,SL04,MAT-10043,Packaging,Stretch film,21.5,1249.27,26859.31,CAD,1,8,2025-03-06,2025-03-06,GR5000125,On Time,0
TX-00296,PO-64827,CA01,PO01,PG4,NB,2025-09-08,100038,S038,Prairie Packaging,NX60,Rocanville,SL04,MAT-10043,Packaging,Stretch film,29.5,1105.99,32626.71,CAD,1,5,2025-09-13,2025-09-13,GR5000126,On Time,0
TX-00953,PO-64396,CA01,PO01,PG4,NB,2024-08-10,100025,S025,Direct Safety,NX30,Cory,SL04,MAT-10004,Safety,First aid kit,25.7,57.95,1489.32,CAD,0,7,2024-08-17,2024-08-17,GR5000127,On Time,0
TX-01101,PO-34854,CA01,PO01,PG4,NB,2024-11-13,100039,S039,Sealed Air Canada,NX20,Vanscoy,SL04,MAT-10013,Packaging,Pallet wrap,7.7,980.98,7553.55,CAD,1,8,2024-11-21,2024-11-21,GR5000128,On Time,0
TX-01852,PO-72456,CA01,PO01,PG5,UB,2024-02-24,100018,S018,TransWest Shipping,NX60,Rocanville,SL05,MAT-10028,Logistics,Inbound freight,3.29,6049.05,19901.37,CAD,0,4,2024-02-28,2024-02-28,GR5000129,On Time,0
TX-01994,PO-41323,CA01,PO01,PG4,NB,2025-12-22,100039,S039,Sealed Air Canada,NX20,Vanscoy,SL04,MAT-10024,Packaging,Poly liner,12.2,505.86,6171.49,CAD,1,8,2025-12-30,2026-01-03,GR5000130,Late,4
TX-00010,PO-93130,CA01,PO01,PG3,NB,2023-11-15,100028,S028,BioAgra Solutions,NX40,Patience Lake,SL03,MAT-10031,Chemicals,Hydrochloric acid,6.17,8560.49,52818.22,CAD,0,10,2023-11-25,2023-11-22,GR5000131,On Time,0
TX-01844,PO-49763,CA01,PO01,PG4,NB,2024-09-03,100029,S029,3M Canada,NX70,Aurora,SL04,MAT-10010,Safety,Hearing protection,41.8,276.2,11545.16,CAD,1,5,2024-09-08,2024-09-08,GR5000132,On Time,0
TX-00473,PO-38257,CA01,PO01,PG3,NB,2024-02-06,100009,S009,Chemtrade Logistics,NX40,Patience Lake,SL03,MAT-10011,Chemicals,Scale inhibitor,4.56,11218.42,51156.0,CAD,1,5,2024-02-11,2024-02-11,GR5000133,On Time,0
TX-DUP-003,PO-60242,CA01,PO01,PG3,NB,2025-06-07,100008,S008,Univar Solutions,NX40,Patience Lake,SL03,MAT-10011,Chemicals,Scale inhibitor,13.04,5318.01,69346.85,CAD,1,9,2025-06-16,2025-06-16,GR5000134,On Time,0
TX-01460,PO-78274,CA01,PO01,PG1,NB,2024-07-31,100003,S003,Grainger Canada,NX10,Allan,SL01,MAT-10006,MRO,Gear oil,18.89,2591.68,48956.84,CAD,1,3,2024-08-03,2024-08-03,GR5000135,On Time,0
TX-00896,PO-25533,CA01,PO01,PG1,NB,2025-06-10,100040,S040,Generic Supplies Inc,NX40,Patience Lake,SL01,MAT-10006,MRO,Gear oil,15.69,4757.45,74644.39,CAD,0,15,2025-06-25,2025-06-25,GR5000136,On Time,0
TX-02269,PO-83783,CA01,PO01,PG1,NB,2024-06-21,100040,S040,Generic Supplies Inc,NX70,Aurora,SL01,MAT-10044,MRO,Pump seal kit,12.13,2830.68,34336.15,CAD,0,15,2024-07-06,2024-07-06,GR5000137,On Time,0
TX-01648,PO-37339,CA01,PO01,PG1,NB,2023-09-10,100002,S002,Wesco Distribution,NX60,Rocanville,SL01,MAT-10006,MRO,Gear oil,16.85,1719.26,28969.53,CAD,1,5,2023-09-15,2023-09-19,GR5000138,Late,4
TX-01122,PO-72285,CA01,PO01,PG3,NB,2024-05-24,100027,S027,Western Agri-Chem,NX30,Cory,SL03,MAT-10003,Chemicals,Sulfuric acid,8.0,7725.54,61804.32,CAD,1,8,2024-06-01,2024-06-01,GR5000139,On Time,0
TX-01486,PO-36563,CA01,PO01,PG2,NB,2025-11-15,100033,S033,Siemens Canada,NX60,Rocanville,SL02,MAT-10018,Instrumentation,Temperature probe,15.13,8600.62,130127.38,CAD,1,10,2025-11-25,2025-11-25,GR5000140,On Time,0
TX-DUP-020,PO-38548,CA01,PO01,PG4,NB,2024-07-10,100039,S039,Sealed Air Canada,NX60,Rocanville,SL04,MAT-10045,Packaging,Label stock,11.1,86.91,964.7,CAD,1,8,2024-07-18,2024-07-18,GR5000141,On Time,0
TX-00034,PO-30861,CA01,PO01,PG2,NB,2025-10-30,100006,S006,HD Supply,NX40,Patience Lake,SL02,MAT-10036,Electrical,Control panel,9.11,13621.45,124091.41,CAD,1,10,2025-11-09,2025-11-09,GR5000142,On Time,0
TX-02183,PO-74177,CA01,PO01,PG4,NB,2025-03-12,100029,S029,3M Canada,NX20,Vanscoy,SL04,MAT-10020,Safety,Safety harness,19.1,29.75,568.23,CAD,1,5,2025-03-17,2025-03-17,GR5000143,On Time,0
TX-00350,PO-75031,CA01,PO01,PG1,NB,2025-05-29,100003,S003,Grainger Canada,NX50,Redwater,SL01,MAT-10044,MRO,Pump seal kit,6.17,334.23,2062.2,CAD,1,3,2025-06-01,2025-06-01,GR5000144,On Time,0
TX-00169,PO-84798,CA01,PO01,PG4,NB,2024-08-19,100029,S029,3M Canada,NX10,Allan,SL04,MAT-10049,Safety,Safety glasses,22.0,253.63,5579.86,CAD,1,5,2024-08-24,2024-08-24,GR5000145,On Time,0
TX-01992,PO-68886,CA01,PO01,PG4,NB,2024-04-17,100039,S039,Sealed Air Canada,NX40,Patience Lake,SL04,MAT-10013,Packaging,Pallet wrap,46.2,1682.82,77746.28,CAD,1,8,2024-04-25,2024-04-25,GR5000146,On Time,0
TX-01112,PO-32365,CA01,PO01,PG1,NB,2025-05-05,100001,S001,Prairie Industrial Supply,NX20,Vanscoy,SL01,MAT-10012,MRO,Coupling set,10.97,2962.62,32499.94,CAD,1,7,2025-05-12,2025-05-12,GR5000147,On Time,0
TX-00196,PO-20646,CA01,PO01,PG5,UB,2024-11-22,100037,S037,Purolator,NX70,Aurora,SL05,MAT-10028,Logistics,Inbound freight,17.01,4727.14,80408.65,CAD,1,1,2024-11-23,2024-11-30,GR5000148,Late,7
TX-00636,PO-29356,CA01,PO01,PG2,NB,2023-06-25,100034,S034,ABB Canada,NX50,Redwater,SL02,MAT-10019,Electrical,LED fixture,3.14,1007.16,3162.48,CAD,1,12,2023-07-07,2023-07-07,GR5000149,On Time,0
TX-01505,PO-96424,CA01,PO01,PG2,NB,2025-04-05,100033,S033,Siemens Canada,NX40,Patience Lake,SL02,MAT-10025,Instrumentation,Analyzer calibration,18.75,14686.14,275365.12,CAD,1,10,2025-04-15,2025-04-15,GR5000150,On Time,0
TX-01932,PO-28564,CA01,PO01,PG1,NB,2025-12-11,100003,S003,Grainger Canada,NX20,Vanscoy,SL01,MAT-10016,MRO,Filter element,18.71,2066.3,38660.47,CAD,1,3,2025-12-14,2025-12-14,GR5000151,On Time,0
TX-01713,PO-39861,CA01,PO01,PG5,UB,2025-11-05,100016,S016,Nutrien Logistics,NX50,Redwater,SL05,MAT-10039,Logistics,Flatbed transport,14.46,4909.54,70991.95,CAD,0,2,2025-11-07,2025-11-07,GR5000152,On Time,0
TX-01707,PO-45885,CA01,PO01,PG2,NB,2024-04-05,100031,S031,Precision Instruments,NX30,Cory,SL02,MAT-10025,Instrumentation,Analyzer calibration,9.41,2749.11,25869.13,CAD,0,14,2024-04-19,2024-04-19,GR5000153,On Time,0
TX-00008,PO-95717,CA01,PO01,PG2,NB,2025-06-16,100035,S035,Rockwell Automation,NX10,Allan,SL02,MAT-10019,Electrical,LED fixture,16.84,10612.39,178712.65,CAD,1,14,2025-06-30,2025-06-30,GR5000154,On Time,0
TX-02049,PO-11533,CA01,PO01,PG5,UB,2024-03-15,100017,S017,Canadian Freightways,NX70,Aurora,SL05,MAT-10029,Logistics,Expedited shipping,5.15,1226.42,6316.06,CAD,1,3,2024-03-18,2024-03-23,GR5000155,Late,5
TX-01828,PO-31351,CA01,PO01,PG3,NB,2024-07-14,100028,S028,BioAgra Solutions,NX20,Vanscoy,SL03,MAT-10017,Agri-Chemicals,Phosphate blend,9.66,2136.18,20635.5,CAD,0,10,2024-07-24,2024-07-24,GR5000156,On Time,0
TX-01208,PO-67376,CA01,PO01,PG4,NB,2025-12-26,100039,S039,Sealed Air Canada,NX70,Aurora,SL04,MAT-10013,Packaging,Pallet wrap,43.6,1945.35,84817.26,CAD,1,8,2026-01-03,2026-01-03,GR5000157,On Time,0
TX-00121,PO-29442,CA01,PO01,PG4,NB,2025-06-27,100038,S038,Prairie Packaging,NX60,Rocanville,SL04,MAT-10045,Packaging,Label stock,4.6,235.12,1081.55,CAD,1,5,2025-07-02,2025-07-02,GR5000158,On Time,0
TX-00605,PO-81137,CA01,PO01,PG2,NB,2023-03-22,100034,S034,ABB Canada,NX30,Cory,SL02,MAT-10050,Electrical,Junction box,10.22,6675.0,68218.5,CAD,1,12,2023-04-03,2023-04-03,GR5000159,On Time,0
TX-01817,PO-35477,CA01,PO01,PG2,NB,2024-07-28,100006,S006,HD Supply,NX50,Redwater,SL02,MAT-10050,Electrical,Junction box,11.54,8742.85,100892.49,CAD,1,10,2024-08-07,2024-08-07,GR5000160,On Time,0
TX-00942,PO-71908,CA01,PO01,PG3,NB,2025-03-10,100027,S027,Western Agri-Chem,NX30,Cory,SL03,MAT-10017,Agri-Chemicals,Phosphate blend,19.24,6731.41,129512.33,CAD,1,8,2025-03-18,2025-03-18,GR5000161,On Time,0
TX-01032,PO-12751,CA01,PO01,PG2,NB,2024-02-06,100034,S034,ABB Canada,NX10,Allan,SL02,MAT-10023,Electrical,Motor starter,1.41,12674.65,17871.26,CAD,1,12,2024-02-18,2024-02-18,GR5000162,On Time,0
TX-01765,PO-80975,CA01,PO01,PG5,UB,2023-02-12,100018,S018,TransWest Shipping,NX70,Aurora,SL05,MAT-10040,Logistics,LTL shipment,9.2,2977.03,27388.68,CAD,0,4,2023-02-16,2023-02-16,GR5000163,On Time,0
TX-00014,PO-15229,CA01,PO01,PG1,NB,2023-10-31,100003,S003,Grainger Canada,NX40,Patience Lake,SL01,MAT-10026,MRO,Hose assembly,9.17,236.14,2165.4,CAD,1,3,2023-11-03,2023-11-03,GR5000164,On Time,0
TX-01518,PO-71709,CA01,PO01,PG2,NB,2023-04-28,100033,S033,Siemens Canada,NX70,Aurora,SL02,MAT-10025,Instrumentation,Analyzer calibration,19.45,20848.15,405496.52,CAD,1,10,2023-05-08,2023-05-08,GR5000165,On Time,0
TX-02136,PO-18205,CA01,PO01,PG4,NB,2025-11-18,100024,S024,Northern Safety,NX20,Vanscoy,SL04,MAT-10051,Safety,Gloves — cut-resistant,22.3,168.46,3756.66,CAD,1,2,2025-11-20,2025-11-19,GR5000166,On Time,0
TX-01279,PO-51472,CA01,PO01,PG2,NB,2023-11-05,100035,S035,Rockwell Automation,NX20,Vanscoy,SL02,MAT-10036,Electrical,Control panel,18.03,14020.53,252790.16,CAD,1,14,2023-11-19,2023-11-19,GR5000167,On Time,0
TX-01664,PO-97612,CA01,PO01,PG3,NB,2023-09-20,100030,S030,DuPont Canada,NX30,Cory,SL03,MAT-10030,Agri-Chemicals,Micronutrient blend,7.13,4503.89,32112.74,CAD,1,7,2023-09-27,2023-09-27,GR5000168,On Time,0
TX-00591,PO-52027,CA01,PO01,PG5,UB,2025-07-21,100018,S018,TransWest Shipping,NX20,Vanscoy,SL05,MAT-10022,Logistics,Outbound freight,12.74,2855.06,36373.46,CAD,0,4,2025-07-25,2025-07-25,GR5000169,On Time,0
TX-01766,PO-69285,CA01,PO01,PG4,NB,2024-12-23,100025,S025,Direct Safety,NX10,Allan,SL04,MAT-10051,Safety,Gloves — cut-resistant,11.2,198.91,2227.79,CAD,0,7,2024-12-30,2024-12-30,GR5000170,On Time,0
TX-02381,PO-10662,CA01,PO01,PG5,UB,2024-11-02,100037,S037,Purolator,NX40,Patience Lake,SL05,MAT-10029,Logistics,Expedited shipping,17.86,7141.09,127539.87,CAD,1,1,2024-11-03,2024-11-03,GR5000171,On Time,0
TX-00796,PO-47797,CA01,PO01,PG2,NB,2025-07-26,100033,S033,Siemens Canada,NX10,Allan,SL02,MAT-10041,Electrical,Cable tray,2.66,5982.1,15912.39,CAD,1,10,2025-08-05,2025-08-05,GR5000172,On Time,0
TX-01979,PO-17700,CA01,PO01,PG2,NB,2025-08-02,100034,S034,ABB Canada,NX10,Allan,SL02,MAT-10023,Electrical,Motor starter,3.83,2497.24,9564.43,CAD,1,12,2025-08-14,2025-08-14,GR5000173,On Time,0
TX-02397,PO-60151,CA01,PO01,PG2,NB,2024-09-13,100032,S032,Endress+Hauser,NX40,Patience Lake,SL02,MAT-10002,Instrumentation,Flow meter,19.39,8971.11,173949.82,CAD,1,21,2024-10-04,2024-10-04,GR5000174,On Time,0
TX-00025,PO-26683,CA01,PO01,PG2,NB,2025-04-16,100033,S033,Siemens Canada,NX70,Aurora,SL02,MAT-10052,Instrumentation,Control valve,7.2,17884.4,128767.68,CAD,1,10,2025-04-26,2025-04-26,GR5000175,On Time,0
TX-01565,PO-43666,CA01,PO01,PG3,NB,2024-09-10,100009,S009,Chemtrade Logistics,NX70,Aurora,SL03,MAT-10003,Chemicals,Sulfuric acid,9.03,1050.69,9487.73,CAD,1,5,2024-09-15,2024-09-16,GR5000176,Late,1
TX-02152,PO-23318,CA01,PO01,PG4,NB,2023-04-19,100039,S039,Sealed Air Canada,NX30,Cory,SL04,MAT-10047,Packaging,Corrugated box,12.6,473.39,5964.71,CAD,1,8,2023-04-27,2023-04-27,GR5000177,On Time,0
TX-01904,PO-77307,CA01,PO01,PG3,NB,2024-07-03,100009,S009,Chemtrade Logistics,NX70,Aurora,SL03,MAT-10007,Chemicals,Corrosion inhibitor,18.75,10597.22,198697.88,CAD,1,5,2024-07-08,2024-07-13,GR5000178,Late,5
TX-02074,PO-47641,CA01,PO01,PG2,NB,2023-10-30,100032,S032,Endress+Hauser,NX20,Vanscoy,SL02,MAT-10018,Instrumentation,Temperature probe,12.41,15045.05,186709.07,CAD,1,21,2023-11-20,2023-11-20,GR5000179,On Time,0
TX-00053,PO-46559,CA01,PO01,PG3,NB,2024-07-03,100030,S030,DuPont Canada,NX50,Redwater,SL03,MAT-10042,Agri-Chemicals,Urea 46-0-0,7.12,2265.76,16132.21,CAD,1,7,2024-07-10,2024-07-10,GR5000180,On Time,0
TX-01642,PO-11119,CA01,PO01,PG1,NB,2024-08-24,100004,S004,Fastenal Canada,NX40,Patience Lake,SL01,MAT-10005,MRO,Bearing assembly,1.12,3735.59,4183.86,CAD,1,4,2024-08-28,2024-08-28,GR5000181,On Time,0
TX-00778,PO-54025,CA01,PO01,PG2,NB,2024-02-02,100034,S034,ABB Canada,NX60,Rocanville,SL02,MAT-10041,Electrical,Cable tray,13.01,14638.23,190443.37,CAD,1,12,2024-02-14,2024-02-14,GR5000182,On Time,0
TX-01162,PO-13396,CA01,PO01,PG5,UB,2023-11-11,100036,S036,Canpar Courier,NX50,Redwater,SL05,MAT-10040,Logistics,LTL shipment,7.01,6408.38,44922.74,CAD,1,1,2023-11-12,2023-11-12,GR5000183,On Time,0
TX-01601,PO-77740,CA01,PO01,PG2,NB,2023-01-25,100032,S032,Endress+Hauser,NX40,Patience Lake,SL02,MAT-10025,Instrumentation,Analyzer calibration,5.93,18446.78,109389.41,CAD,1,21,2023-02-15,2023-02-15,GR5000184,On Time,0
TX-00234,PO-60275,CA01,PO01,PG3,NB,2025-09-04,100008,S008,Univar Solutions,NX10,Allan,SL03,MAT-10027,Chemicals,Defoamer,7.15,3578.13,25583.63,CAD,1,9,2025-09-13,2025-09-13,GR5000185,On Time,0
TX-00104,PO-25095,CA01,PO01,PG2,NB,2025-09-13,100032,S032,Endress+Hauser,NX30,Cory,SL02,MAT-10009,Instrumentation,Level sensor,19.38,8435.82,163486.19,CAD,1,21,2025-10-04,2025-10-04,GR5000186,On Time,0
TX-00192,PO-26912,CA01,PO01,PG3,NB,2023-09-20,100040,S040,Generic Supplies Inc,NX30,Cory,SL03,MAT-10032,Agri-Chemicals,Anhydrous ammonia,17.68,7119.89,125879.66,CAD,0,15,2023-10-05,2023-10-05,GR5000187,On Time,0
TX-02281,PO-80137,CA01,PO01,PG2,NB,2023-05-25,100031,S031,Precision Instruments,NX50,Redwater,SL02,MAT-10009,Instrumentation,Level sensor,19.44,26633.56,517756.41,CAD,0,14,2023-06-08,2023-06-09,GR5000188,Late,1
TX-01746,PO-59431,CA01,PO01,PG2,NB,2024-07-12,100032,S032,Endress+Hauser,NX70,Aurora,SL02,MAT-10018,Instrumentation,Temperature probe,8.77,1740.34,15262.78,CAD,1,21,2024-08-02,2024-08-02,GR5000189,On Time,0
TX-01103,PO-63580,CA01,PO01,PG4,NB,2025-09-29,100039,S039,Sealed Air Canada,NX60,Rocanville,SL04,MAT-10034,Packaging,Bulk bags,16.1,1976.04,31814.24,CAD,1,8,2025-10-07,2025-10-07,GR5000190,On Time,0
TX-02355,PO-15938,CA01,PO01,PG1,NB,2025-12-05,100001,S001,Prairie Industrial Supply,NX20,Vanscoy,SL01,MAT-10044,MRO,Pump seal kit,8.33,1981.17,16503.15,CAD,1,7,2025-12-12,2025-12-12,GR5000191,On Time,0
TX-02008,PO-94217,CA01,PO01,PG4,NB,2025-10-09,100029,S029,3M Canada,NX50,Redwater,SL04,MAT-10008,Safety,FR coveralls,28.3,193.98,5489.63,CAD,1,5,2025-10-14,2025-10-21,GR5000192,Late,7
TX-00273,PO-93459,CA01,PO01,PG2,NB,2023-03-06,100031,S031,Precision Instruments,NX70,Aurora,SL02,MAT-10046,Instrumentation,Pressure transmitter,2.78,11648.57,32383.02,CAD,0,14,2023-03-20,2023-03-20,GR5000193,On Time,0
TX-01661,PO-30731,CA01,PO01,PG4,NB,2025-02-11,100038,S038,Prairie Packaging,NX40,Patience Lake,SL04,MAT-10013,Packaging,Pallet wrap,38.4,1467.24,56342.02,CAD,1,5,2025-02-16,2025-02-16,GR5000194,On Time,0
TX-01431,PO-86007,CA01,PO01,PG1,NB,2023-03-20,100002,S002,Wesco Distribution,NX20,Vanscoy,SL01,MAT-10006,MRO,Gear oil,4.5,2304.9,10372.05,CAD,1,5,2023-03-25,2023-03-22,GR5000195,On Time,0
TX-00349,PO-25473,CA01,PO01,PG2,NB,2023-09-17,100032,S032,Endress+Hauser,NX30,Cory,SL02,MAT-10025,Instrumentation,Analyzer calibration,15.25,22026.31,335901.23,CAD,1,21,2023-10-08,2023-10-08,GR5000196,On Time,0
TX-00095,PO-33600,CA01,PO01,PG2,NB,2023-10-26,100035,S035,Rockwell Automation,NX60,Rocanville,SL02,MAT-10014,Electrical,Conduit kit,5.64,6298.37,35522.81,CAD,1,14,2023-11-09,2023-11-09,GR5000197,On Time,0
TX-01105,PO-72616,CA01,PO01,PG3,NB,2023-04-29,100028,S028,BioAgra Solutions,NX70,Aurora,SL03,MAT-10032,Agri-Chemicals,Anhydrous ammonia,13.37,8420.08,112576.47,CAD,0,10,2023-05-09,2023-05-09,GR5000198,On Time,0
TX-02219,PO-31176,CA01,PO01,PG3,NB,2025-08-06,100026,S026,Sask Chemical Corp,NX70,Aurora,SL03,MAT-10031,Chemicals,Hydrochloric acid,15.01,10684.07,160367.89,CAD,1,6,2025-08-12,2025-08-12,GR5000199,On Time,0
TX-00771,PO-75210,CA01,PO01,PG2,NB,2023-08-19,100031,S031,Precision Instruments,NX10,Allan,SL02,MAT-10018,Instrumentation,Temperature probe,16.14,20204.99,326108.54,CAD,0,14,2023-09-02,2023-09-02,GR5000200,On Time,0
TX-01444,PO-42105,CA01,PO01,PG4,NB,2025-05-07,100025,S025,Direct Safety,NX50,Redwater,SL04,MAT-10010,Safety,Hearing protection,12.3,384.45,4728.74,CAD,0,7,2025-05-14,2025-05-14,GR5000201,On Time,0
TX-02246,PO-30469,CA01,PO01,PG2,NB,2023-09-24,100006,S006,HD Supply,NX30,Cory,SL02,MAT-10023,Electrical,Motor starter,5.03,600.22,3019.11,CAD,1,10,2023-10-04,2023-10-04,GR5000202,On Time,0
TX-01907,PO-70645,CA01,PO01,PG2,NB,2025-01-10,100032,S032,Endress+Hauser,NX70,Aurora,SL02,MAT-10002,Instrumentation,Flow meter,14.54,14493.23,210731.56,CAD,1,21,2025-01-31,2025-01-31,GR5000203,On Time,0
TX-00238,PO-42435,CA01,PO01,PG3,NB,2025-05-01,100040,S040,Generic Supplies Inc,NX30,Cory,SL03,MAT-10032,Agri-Chemicals,Anhydrous ammonia,14.34,8313.22,119211.57,CAD,0,15,2025-05-16,2025-05-16,GR5000204,On Time,0
TX-00648,PO-28102,CA01,PO01,PG5,UB,2023-10-11,100017,S017,Canadian Freightways,NX70,Aurora,SL05,MAT-10022,Logistics,Outbound freight,12.04,5630.36,67789.53,CAD,1,3,2023-10-14,2023-10-14,GR5000205,On Time,0
TX-01770,PO-64017,CA01,PO01,PG3,NB,2025-07-15,100026,S026,Sask Chemical Corp,NX40,Patience Lake,SL03,MAT-10030,Agri-Chemicals,Micronutrient blend,6.71,6729.95,45157.96,CAD,1,6,2025-07-21,2025-07-26,GR5000206,Late,5
TX-01597,PO-29401,CA01,PO01,PG3,NB,2025-07-11,100028,S028,BioAgra Solutions,NX50,Redwater,SL03,MAT-10032,Agri-Chemicals,Anhydrous ammonia,14.29,5292.38,75628.11,CAD,0,10,2025-07-21,2025-07-21,GR5000207,On Time,0
TX-00578,PO-96772,CA01,PO01,PG3,NB,2024-01-12,100030,S030,DuPont Canada,NX10,Allan,SL03,MAT-10032,Agri-Chemicals,Anhydrous ammonia,17.23,1350.3,23265.67,CAD,1,7,2024-01-19,2024-01-18,GR5000208,On Time,0
TX-01605,PO-78697,CA01,PO01,PG2,NB,2024-02-08,100031,S031,Precision Instruments,NX70,Aurora,SL02,MAT-10046,Instrumentation,Pressure transmitter,7.77,14063.04,109269.82,CAD,0,14,2024-02-22,2024-02-23,GR5000209,Late,1
TX-02039,PO-58605,CA01,PO01,PG3,NB,2025-11-09,100030,S030,DuPont Canada,NX10,Allan,SL03,MAT-10017,Agri-Chemicals,Phosphate blend,13.2,1499.66,19795.51,CAD,1,7,2025-11-16,2025-11-16,GR5000210,On Time,0
