invoice_id,po_number,transaction_id,company_code,fiscal_year,document_type,vendor_number,supplier_id,invoice_date,posting_date,due_date,payment_date,clearing_date,payment_document,amount,currency,status,payment_terms,overdue_days
INV-01932,PO-28564,TX-01932,CA01,2025,RE,100003,S003,2025-12-15,2025-12-15,2025-12-30,,,,38660.47,CAD,Pending,Net 15,0
INV-01713,PO-39861,TX-01713,CA01,2025,RE,100016,S016,2025-11-07,2025-11-09,2025-11-22,,,,70991.95,CAD,Overdue,Net 15,0
INV-01707,PO-45885,TX-01707,CA01,2024,RE,100031,S031,2024-04-06,2024-04-08,2024-05-21,2024-05-20,2024-05-20,PAY6612546,25869.13,CAD,Paid,Net 45,0
INV-00008,PO-95717,TX-00008,CA01,2025,RE,100035,S035,2025-06-19,2025-06-19,2025-08-03,2025-08-03,2025-08-03,PAY6159797,178712.65,CAD,Paid,Net 45,0
INV-02049,PO-11533,TX-02049,CA01,2024,RE,100017,S017,2024-03-20,2024-03-22,2024-04-19,2024-04-15,2024-04-15,PAY6593024,6316.06,CAD,Paid,Net 30,0
INV-01828,PO-31351,TX-01828,CA01,2024,RE,100028,S028,2024-07-16,2024-07-18,2024-08-30,2024-08-25,2024-08-25,PAY6594397,20635.5,CAD,Paid,Net 45,0
INV-01208,PO-67376,TX-01208,CA01,2025,RE,100039,S039,2025-12-28,2025-12-28,2026-02-11,,,,84817.26,CAD,Pending,Net 45,0
INV-00121,PO-29442,TX-00121,CA01,2025,RE,100038,S038,2025-06-28,2025-06-28,2025-07-28,,,,1081.55,CAD,Pending,Net 30,0
INV-00605,PO-81137,TX-00605,CA01,2023,RE,100034,S034,2023-03-28,2023-03-30,2023-05-12,2023-05-07,2023-05-07,PAY6382199,68218.5,CAD,Paid,Net 45,0
INV-01817,PO-35477,TX-01817,CA01,2024,RE,100006,S006,2024-07-31,2024-08-02,2024-09-14,,,,100892.49,CAD,Overdue,Net 45,0
INV-00942,PO-71908,TX-00942,CA01,2025,RE,100027,S027,2025-03-17,2025-03-19,2025-04-16,,,,129512.33,CAD,Pending,Net 30,0
INV-01032,PO-12751,TX-01032,CA01,2024,RE,100034,S034,2024-02-10,2024-02-11,2024-03-26,2024-03-21,2024-03-21,PAY6846934,17871.26,CAD,Paid,Net 45,0
INV-01765,PO-80975,TX-01765,CA01,2023,RE,100018,S018,2023-02-18,2023-02-19,2023-03-20,,,,27388.68,CAD,Overdue,Net 30,0
INV-00014,PO-15229,TX-00014,CA01,2023,RE,100003,S003,2023-11-04,2023-11-05,2023-11-19,2023-11-16,2023-11-16,PAY6331699,2165.4,CAD,Paid,Net 15,0
INV-01518,PO-71709,TX-01518,CA01,2023,RE,100033,S033,2023-04-29,2023-04-29,2023-05-29,2023-05-28,2023-05-28,PAY6449112,405496.52,CAD,Paid,Net 30,0
INV-02136,PO-18205,TX-02136,CA01,2025,RE,100024,S024,2025-11-25,2025-11-26,2025-12-25,2025-12-23,2025-12-23,PAY6176831,3756.66,CAD,Paid,Net 30,0
INV-01279,PO-51472,TX-01279,CA01,2023,RE,100035,S035,2023-11-09,2023-11-09,2023-12-24,2023-12-23,2023-12-23,PAY6005066,252790.16,CAD,Paid,Net 45,0
INV-01664,PO-97612,TX-01664,CA01,2023,RE,100030,S030,2023-09-24,2023-09-24,2023-10-24,2023-10-21,2023-10-21,PAY6328429,32112.74,CAD,Paid,Net 30,0
INV-00591,PO-52027,TX-00591,CA01,2025,RE,100018,S018,2025-07-24,2025-07-25,2025-08-23,2025-08-18,2025-08-18,PAY6258133,36373.46,CAD,Paid,Net 30,0
INV-01766,PO-69285,TX-01766,CA01,2024,RE,100025,S025,2024-12-24,2024-12-25,2025-01-23,2025-01-21,2025-01-21,PAY6823824,2227.79,CAD,Paid,Net 30,0
INV-02381,PO-10662,TX-02381,CA01,2024,RE,100037,S037,2024-11-05,2024-11-06,2024-12-05,2024-12-03,2024-12-03,PAY6232286,127539.87,CAD,Paid,Net 30,0
INV-00796,PO-47797,TX-00796,CA01,2025,RE,100033,S033,2025-08-01,2025-08-03,2025-08-31,2025-08-31,2025-08-31,PAY6746794,15912.39,CAD,Paid,Net 30,0
INV-01979,PO-17700,TX-01979,CA01,2025,RE,100034,S034,2025-08-08,2025-08-09,2025-09-22,2025-09-18,2025-09-18,PAY6775753,9564.43,CAD,Paid,Net 45,0
INV-02397,PO-60151,TX-02397,CA01,2024,RE,100032,S032,2024-09-18,2024-09-20,2024-11-17,,,,173949.82,CAD,Overdue,Net 60,0
INV-00025,PO-26683,TX-00025,CA01,2025,RE,100033,S033,2025-04-20,2025-04-20,2025-05-20,2025-05-18,2025-05-18,PAY6671967,128767.68,CAD,Paid,Net 30,0
INV-01565,PO-43666,TX-01565,CA01,2024,RE,100009,S009,2024-09-14,2024-09-16,2024-10-14,2024-10-14,2024-10-14,PAY6457309,9487.73,CAD,Paid,Net 30,0
INV-02152,PO-23318,TX-02152,CA01,2023,RE,100039,S039,2023-04-21,2023-04-22,2023-06-05,2023-06-01,2023-06-01,PAY6290119,5964.71,CAD,Paid,Net 45,0
INV-01904,PO-77307,TX-01904,CA01,2024,RE,100009,S009,2024-07-07,2024-07-07,2024-08-06,,,,198697.88,CAD,Overdue,Net 30,0
INV-02074,PO-47641,TX-02074,CA01,2023,RE,100032,S032,2023-11-05,2023-11-05,2024-01-04,2023-12-30,2023-12-30,PAY6880919,186709.07,CAD,Paid,Net 60,0
INV-00053,PO-46559,TX-00053,CA01,2024,RE,100030,S030,2024-07-04,2024-07-04,2024-08-03,2024-08-03,2024-08-03,PAY6376948,16132.21,CAD,Paid,Net 30,0
INV-01642,PO-11119,TX-01642,CA01,2024,RE,100004,S004,2024-08-26,2024-08-28,2024-09-25,2024-09-24,2024-09-24,PAY6140829,4183.86,CAD,Paid,Net 30,0
INV-00778,PO-54025,TX-00778,CA01,2024,RE,100034,S034,2024-02-07,2024-02-08,2024-03-23,2024-03-22,2024-03-22,PAY6712591,190443.37,CAD,Paid,Net 45,0
INV-01162,PO-13396,TX-01162,CA01,2023,RE,100036,S036,2023-11-18,2023-11-18,2023-12-18,2023-12-14,2023-12-14,PAY6768577,44922.74,CAD,Paid,Net 30,0
INV-01601,PO-77740,TX-01601,CA01,2023,RE,100032,S032,2023-01-26,2023-01-26,2023-03-27,,,,109389.41,CAD,Pending,Net 60,0
INV-00234,PO-60275,TX-00234,CA01,2025,RE,100008,S008,2025-09-10,2025-09-10,2025-10-10,2025-10-10,2025-10-10,PAY6347668,25583.63,CAD,Paid,Net 30,0
INV-00104,PO-25095,TX-00104,CA01,2025,RE,100032,S032,2025-09-14,2025-09-16,2025-11-13,,,,163486.19,CAD,Pending,Net 60,0
INV-00192,PO-26912,TX-00192,CA01,2023,RE,100040,S040,2023-09-25,2023-09-27,2023-11-24,,,,125879.66,CAD,Overdue,Net 60,0
INV-02281,PO-80137,TX-02281,CA01,2023,RE,100031,S031,2023-05-29,2023-05-30,2023-07-13,,,,517756.41,CAD,Overdue,Net 45,0
INV-01746,PO-59431,TX-01746,CA01,2024,RE,100032,S032,2024-07-15,2024-07-17,2024-09-13,2024-09-10,2024-09-10,PAY6920530,15262.78,CAD,Paid,Net 60,0
INV-01103,PO-63580,TX-01103,CA01,2025,RE,100039,S039,2025-10-01,2025-10-01,2025-11-15,2025-11-15,2025-11-15,PAY6503268,31814.24,CAD,Paid,Net 45,0
INV-02355,PO-15938,TX-02355,CA01,2025,RE,100001,S001,2025-12-12,2025-12-13,2026-01-11,,,,16503.15,CAD,Pending,Net 30,0
INV-02008,PO-94217,TX-02008,CA01,2025,RE,100029,S029,2025-10-12,2025-10-12,2025-11-11,2025-11-08,2025-11-08,PAY6485331,5489.63,CAD,Paid,Net 30,0
INV-00273,PO-93459,TX-00273,CA01,2023,RE,100031,S031,2023-03-09,2023-03-09,2023-04-23,2023-04-21,2023-04-21,PAY6466991,32383.02,CAD,Paid,Net 45,0
INV-01661,PO-30731,TX-01661,CA01,2025,RE,100038,S038,2025-02-14,2025-02-16,2025-03-16,,,,56342.02,CAD,Overdue,Net 30,0
INV-01431,PO-86007,TX-01431,CA01,2023,RE,100002,S002,2023-03-21,2023-03-22,2023-04-20,2023-04-18,2023-04-18,PAY6376167,10372.05,CAD,Paid,Net 30,0
INV-00349,PO-25473,TX-00349,CA01,2023,RE,100032,S032,2023-09-22,2023-09-24,2023-11-21,2023-11-19,2023-11-19,PAY6812402,335901.23,CAD,Paid,Net 60,0
INV-00095,PO-33600,TX-00095,CA01,2023,RE,100035,S035,2023-10-28,2023-10-30,2023-12-12,2023-12-12,2023-12-12,PAY6320310,35522.81,CAD,Paid,Net 45,0
INV-01105,PO-72616,TX-01105,CA01,2023,RE,100028,S028,2023-05-01,2023-05-02,2023-06-15,2023-06-11,2023-06-11,PAY6510626,112576.47,CAD,Paid,Net 45,0
INV-02219,PO-31176,TX-02219,CA01,2025,RE,100026,S026,2025-08-08,2025-08-08,2025-09-07,2025-09-04,2025-09-04,PAY6578469,160367.89,CAD,Paid,Net 30,0
INV-00771,PO-75210,TX-00771,CA01,2023,RE,100031,S031,2023-08-21,2023-08-21,2023-10-05,2023-10-05,2023-10-05,PAY6114119,326108.54,CAD,Paid,Net 45,0
INV-01444,PO-42105,TX-01444,CA01,2025,RE,100025,S025,2025-05-14,2025-05-15,2025-06-13,2025-06-11,2025-06-11,PAY6184308,4728.74,CAD,Paid,Net 30,0
INV-02246,PO-30469,TX-02246,CA01,2023,RE,100006,S006,2023-09-25,2023-09-25,2023-11-09,2023-11-08,2023-11-08,PAY6676909,3019.11,CAD,Paid,Net 45,0
INV-01907,PO-70645,TX-01907,CA01,2025,RE,100032,S032,2025-01-13,2025-01-14,2025-03-14,2025-03-12,2025-03-12,PAY6636095,210731.56,CAD,Paid,Net 60,0
INV-00238,PO-42435,TX-00238,CA01,2025,RE,100040,S040,2025-05-05,2025-05-06,2025-07-04,2025-06-30,2025-06-30,PAY6085955,119211.57,CAD,Paid,Net 60,0
INV-00648,PO-28102,TX-00648,CA01,2023,RE,100017,S017,2023-10-18,2023-10-20,2023-11-17,2023-11-15,2023-11-15,PAY6882683,67789.53,CAD,Paid,Net 30,0
INV-01770,PO-64017,TX-01770,CA01,2025,RE,100026,S026,2025-07-20,2025-07-21,2025-08-19,2025-08-14,2025-08-14,PAY6294247,45157.96,CAD,Paid,Net 30,0
INV-01597,PO-29401,TX-01597,CA01,2025,RE,100028,S028,2025-07-13,2025-07-15,2025-08-27,,,,75628.11,CAD,Overdue,Net 45,0
INV-00578,PO-96772,TX-00578,CA01,2024,RE,100030,S030,2024-01-17,2024-01-17,2024-02-16,2024-02-12,2024-02-12,PAY6900426,23265.67,CAD,Paid,Net 30,0
INV-01605,PO-78697,TX-01605,CA01,2024,RE,100031,S031,2024-02-15,2024-02-15,2024-03-31,2024-03-30,2024-03-30,PAY6866589,109269.82,CAD,Paid,Net 45,0
INV-02039,PO-58605,TX-02039,CA01,2025,RE,100030,S030,2025-11-13,2025-11-13,2025-12-13,2025-12-10,2025-12-10,PAY6146802,19795.51,CAD,Paid,Net 30,0
INV-01722,PO-50789,TX-01722,CA01,2025,RE,100039,S039,2025-09-04,2025-09-04,2025-10-19,,,,5765.21,CAD,Pending,Net 45,0
INV-01931,PO-90668,TX-01931,CA01,2024,RE,100033,S033,2024-04-19,2024-04-21,2024-05-19,,,,37274.91,CAD,Pending,Net 30,0
INV-01258,PO-66479,TX-01258,CA01,2023,RE,100006,S006,2023-10-02,2023-10-02,2023-11-16,,,,41163.14,CAD,Overdue,Net 45,0
INV-00342,PO-38277,TX-00342,CA01,2023,RE,100036,S036,2023-05-31,2023-06-01,2023-06-30,2023-06-28,2023-06-28,PAY6934592,1328.57,CAD,Paid,Net 30,0
INV-00467,PO-12329,TX-00467,CA01,2024,RE,100026,S026,2024-10-11,2024-10-12,2024-11-10,2024-11-06,2024-11-06,PAY6564781,20768.09,CAD,Paid,Net 30,0
INV-01086,PO-53922,TX-01086,CA01,2024,RE,100034,S034,2024-10-20,2024-10-21,2024-12-04,,,,197019.44,CAD,Pending,Net 45,0
INV-01468,PO-90113,TX-01468,CA01,2024,RE,100027,S027,2024-03-19,2024-03-21,2024-04-18,2024-04-15,2024-04-15,PAY6205973,1646.53,CAD,Paid,Net 30,0
INV-01775,PO-53451,TX-01775,CA01,2023,RE,100040,S040,2023-05-21,2023-05-21,2023-07-20,2023-07-19,2023-07-19,PAY6276021,265.66,CAD,Paid,Net 60,0
INV-DUP-021,PO-76077,TX-DUP-021,CA01,2023,RE,100009,S009,2023-05-08,2023-05-08,2023-06-07,,,,44660.9,CAD,Pending,Net 30,0
INV-00252,PO-85690,TX-00252,CA01,2024,RE,100037,S037,2024-04-27,2024-04-27,2024-05-27,2024-05-22,2024-05-22,PAY6769177,98775.27,CAD,Paid,Net 30,0
INV-00206,PO-62855,TX-00206,CA01,2023,RE,100028,S028,2023-01-23,2023-01-25,2023-03-09,2023-03-05,2023-03-05,PAY6929390,71752.8,CAD,Paid,Net 45,0
INV-00737,PO-22761,TX-00737,CA01,2024,RE,100030,S030,2024-10-15,2024-10-16,2024-11-14,,,,107716.6,CAD,Pending,Net 30,0
INV-00989,PO-40636,TX-00989,CA01,2025,RE,100031,S031,2025-08-14,2025-08-15,2025-09-28,,,,37838.89,CAD,Pending,Net 45,0
INV-00487,PO-39563,TX-00487,CA01,2024,RE,100001,S001,2024-06-02,2024-06-02,2024-07-02,2024-07-01,2024-07-01,PAY6657057,19033.61,CAD,Paid,Net 30,0
INV-00593,PO-38467,TX-00593,CA01,2023,RE,100036,S036,2023-01-21,2023-01-22,2023-02-20,2023-02-19,2023-02-19,PAY6080176,8835.3,CAD,Paid,Net 30,0
INV-01633,PO-51151,TX-01633,CA01,2023,RE,100033,S033,2023-02-17,2023-02-18,2023-03-19,,,,71905.54,CAD,Pending,Net 30,0
INV-00139,PO-51033,TX-00139,CA01,2023,RE,100033,S033,2023-03-29,2023-03-31,2023-04-28,2023-04-28,2023-04-28,PAY6762760,65070.5,CAD,Paid,Net 30,0
INV-01456,PO-31704,TX-01456,CA01,2024,RE,100025,S025,2024-07-27,2024-07-29,2024-08-26,,,,8058.03,CAD,Pending,Net 30,0
INV-00143,PO-94599,TX-00143,CA01,2024,RE,100027,S027,2024-02-07,2024-02-09,2024-03-08,,,,85823.73,CAD,Overdue,Net 30,0
INV-02038,PO-94570,TX-02038,CA01,2024,RE,100032,S032,2024-04-03,2024-04-05,2024-06-02,2024-05-30,2024-05-30,PAY6079062,43216.28,CAD,Paid,Net 60,0
INV-00367,PO-77300,TX-00367,CA01,2024,RE,100031,S031,2024-11-06,2024-11-06,2024-12-21,,,,79852.29,CAD,Pending,Net 45,0
INV-00397,PO-80795,TX-00397,CA01,2024,RE,100016,S016,2024-11-16,2024-11-18,2024-12-01,2024-12-01,2024-12-01,PAY6935440,10668.5,CAD,Paid,Net 15,0
INV-02258,PO-54920,TX-02258,CA01,2023,RE,100006,S006,2023-11-06,2023-11-07,2023-12-21,,,,160027.33,CAD,Pending,Net 45,0
INV-00838,PO-67627,TX-00838,CA01,2024,RE,100040,S040,2024-03-15,2024-03-15,2024-05-14,2024-05-13,2024-05-13,PAY6019535,79005.55,CAD,Paid,Net 60,0
INV-01701,PO-21853,TX-01701,CA01,2024,RE,100009,S009,2024-04-13,2024-04-14,2024-05-13,2024-05-09,2024-05-09,PAY6890856,29619.7,CAD,Paid,Net 30,0
INV-00065,PO-89471,TX-00065,CA01,2023,RE,100037,S037,2023-07-01,2023-07-02,2023-07-31,2023-07-29,2023-07-29,PAY6531815,27601.19,CAD,Paid,Net 30,0
INV-01480,PO-40059,TX-01480,CA01,2025,RE,100005,S005,2025-01-12,2025-01-13,2025-02-11,2025-02-06,2025-02-06,PAY6662308,49530.24,CAD,Paid,Net 30,0
INV-01588,PO-70187,TX-01588,CA01,2023,RE,100034,S034,2023-05-15,2023-05-17,2023-06-29,2023-06-24,2023-06-24,PAY6032709,58714.14,CAD,Paid,Net 45,0
INV-01043,PO-91412,TX-01043,CA01,2025,RE,100016,S016,2025-07-03,2025-07-05,2025-07-18,2025-07-18,2025-07-18,PAY6852117,26181.83,CAD,Paid,Net 15,0
INV-01853,PO-83065,TX-01853,CA01,2023,RE,100016,S016,2023-06-29,2023-06-29,2023-07-14,,,,66027.22,CAD,Overdue,Net 15,0
INV-01452,PO-20982,TX-01452,CA01,2024,RE,100027,S027,2024-01-13,2024-01-13,2024-02-12,,,,71989.44,CAD,Pending,Net 30,0
INV-01440,PO-78740,TX-01440,CA01,2025,RE,100038,S038,2025-12-18,2025-12-20,2026-01-17,2026-01-15,2026-01-15,PAY6610156,49950.16,CAD,Paid,Net 30,0
INV-02088,PO-30535,TX-02088,CA01,2025,RE,100026,S026,2025-03-17,2025-03-18,2025-04-16,2025-04-16,2025-04-16,PAY6607021,51435.66,CAD,Paid,Net 30,0
INV-00016,PO-13248,TX-00016,CA01,2023,RE,100017,S017,2023-11-30,2023-11-30,2023-12-30,,,,128654.44,CAD,Pending,Net 30,0
INV-02241,PO-29677,TX-02241,CA01,2023,RE,100038,S038,2023-01-19,2023-01-21,2023-02-18,2023-02-13,2023-02-13,PAY6424814,20648.78,CAD,Paid,Net 30,0
INV-00482,PO-17419,TX-00482,CA01,2023,RE,100038,S038,2023-08-08,2023-08-10,2023-09-07,2023-09-04,2023-09-04,PAY6806564,789.87,CAD,Paid,Net 30,0
INV-01740,PO-56106,TX-01740,CA01,2023,RE,100033,S033,2023-03-04,2023-03-06,2023-04-03,,,,8898.84,CAD,Overdue,Net 30,0
INV-01361,PO-10084,TX-01361,CA01,2024,RE,100007,S007,2024-09-21,2024-09-22,2024-10-21,2024-10-16,2024-10-16,PAY6618697,5219.79,CAD,Paid,Net 30,0
INV-00824,PO-48228,TX-00824,CA01,2025,RE,100016,S016,2025-01-16,2025-01-18,2025-01-31,2025-01-26,2025-01-26,PAY6223095,72755.4,CAD,Paid,Net 15,0
INV-01234,PO-65552,TX-01234,CA01,2024,RE,100009,S009,2024-01-12,2024-01-14,2024-02-11,,,,73992.85,CAD,Overdue,Net 30,0
INV-01799,PO-52127,TX-01799,CA01,2024,RE,100025,S025,2024-01-25,2024-01-27,2024-02-24,2024-02-22,2024-02-22,PAY6950328,10998.77,CAD,Paid,Net 30,0
INV-01540,PO-31499,TX-01540,CA01,2024,RE,100026,S026,2024-07-09,2024-07-11,2024-08-08,2024-08-08,2024-08-08,PAY6038436,101167.09,CAD,Paid,Net 30,0
INV-00496,PO-13238,TX-00496,CA01,2023,RE,100006,S006,2023-08-24,2023-08-24,2023-10-08,,,,68268.6,CAD,Pending,Net 45,0
INV-01865,PO-39724,TX-01865,CA01,2023,RE,100005,S005,2023-01-10,2023-01-10,2023-02-09,,,,14597.08,CAD,Overdue,Net 30,0
INV-02298,PO-42543,TX-02298,CA01,2023,RE,100007,S007,2023-06-02,2023-06-04,2023-07-02,2023-07-01,2023-07-01,PAY6578388,51169.48,CAD,Paid,Net 30,0
INV-02101,PO-53855,TX-02101,CA01,2023,RE,100017,S017,2023-02-26,2023-02-27,2023-03-28,,,,14373.78,CAD,Pending,Net 30,0
INV-00934,PO-31771,TX-00934,CA01,2025,RE,100024,S024,2025-08-09,2025-08-09,2025-09-08,,,,1496.57,CAD,Pending,Net 30,0
INV-00061,PO-80010,TX-00061,CA01,2024,RE,100031,S031,2024-02-07,2024-02-09,2024-03-23,2024-03-19,2024-03-19,PAY6273276,72866.02,CAD,Paid,Net 45,0
INV-01763,PO-80314,TX-01763,CA01,2025,RE,100033,S033,2025-07-26,2025-07-26,2025-08-25,2025-08-24,2025-08-24,PAY6569868,228427.15,CAD,Paid,Net 30,0
INV-00559,PO-36577,TX-00559,CA01,2024,RE,100025,S025,2024-02-17,2024-02-17,2024-03-18,2024-03-15,2024-03-15,PAY6937412,1537.75,CAD,Paid,Net 30,0
INV-00661,PO-17149,TX-00661,CA01,2024,RE,100030,S030,2024-08-11,2024-08-12,2024-09-10,,,,35276.64,CAD,Pending,Net 30,0
INV-01914,PO-26701,TX-01914,CA01,2023,RE,100001,S001,2023-05-25,2023-05-27,2023-06-24,2023-06-21,2023-06-21,PAY6565892,15617.19,CAD,Paid,Net 30,0
INV-02068,PO-65328,TX-02068,CA01,2023,RE,100017,S017,2023-07-09,2023-07-11,2023-08-08,2023-08-08,2023-08-08,PAY6495036,56219.49,CAD,Paid,Net 30,0
INV-01270,PO-72419,TX-01270,CA01,2023,RE,100025,S025,2023-05-19,2023-05-20,2023-06-18,2023-06-17,2023-06-17,PAY6685672,7327.82,CAD,Paid,Net 30,0
INV-01197,PO-42370,TX-01197,CA01,2024,RE,100003,S003,2024-07-11,2024-07-12,2024-07-26,2024-07-21,2024-07-21,PAY6812853,33588.55,CAD,Paid,Net 15,0
INV-00682,PO-82088,TX-00682,CA01,2024,RE,100029,S029,2024-06-10,2024-06-12,2024-07-10,2024-07-08,2024-07-08,PAY6155852,5436.91,CAD,Paid,Net 30,0
INV-00569,PO-75483,TX-00569,CA01,2023,RE,100024,S024,2023-11-06,2023-11-08,2023-12-06,2023-12-06,2023-12-06,PAY6383588,573.54,CAD,Paid,Net 30,0
INV-01109,PO-60172,TX-01109,CA01,2025,RE,100025,S025,2025-05-31,2025-06-01,2025-06-30,2025-06-30,2025-06-30,PAY6411564,2073.78,CAD,Paid,Net 30,0
INV-01548,PO-39057,TX-01548,CA01,2025,RE,100038,S038,2025-10-02,2025-10-02,2025-11-01,2025-10-31,2025-10-31,PAY6234153,65667.65,CAD,Paid,Net 30,0
INV-02343,PO-44295,TX-02343,CA01,2024,RE,100039,S039,2024-07-26,2024-07-26,2024-09-09,2024-09-05,2024-09-05,PAY6934740,24843.24,CAD,Paid,Net 45,0
INV-01496,PO-74904,TX-01496,CA01,2025,RE,100008,S008,2025-06-21,2025-06-22,2025-07-21,2025-07-18,2025-07-18,PAY6809652,36340.39,CAD,Paid,Net 30,0
INV-01626,PO-66033,TX-01626,CA01,2024,RE,100029,S029,2024-06-09,2024-06-09,2024-07-09,,,,2493.57,CAD,Overdue,Net 30,0
INV-01287,PO-91766,TX-01287,CA01,2023,RE,100007,S007,2023-02-05,2023-02-06,2023-03-07,2023-03-02,2023-03-02,PAY6618241,68714.45,CAD,Paid,Net 30,0
INV-00472,PO-63636,TX-00472,CA01,2023,RE,100033,S033,2023-12-06,2023-12-06,2024-01-05,2024-01-03,2024-01-03,PAY6768844,128082.86,CAD,Paid,Net 30,0
INV-00328,PO-26284,TX-00328,CA01,2023,RE,100033,S033,2023-07-27,2023-07-27,2023-08-26,2023-08-23,2023-08-23,PAY6898801,162323.15,CAD,Paid,Net 30,0
INV-00651,PO-45887,TX-00651,CA01,2024,RE,100006,S006,2024-09-19,2024-09-21,2024-11-03,,,,132066.23,CAD,Pending,Net 45,0
INV-01920,PO-67041,TX-01920,CA01,2024,RE,100017,S017,2024-07-30,2024-08-01,2024-08-29,2024-08-24,2024-08-24,PAY6305134,6963.97,CAD,Paid,Net 30,0
INV-01298,PO-93160,TX-01298,CA01,2023,RE,100016,S016,2023-06-15,2023-06-15,2023-06-30,,,,9254.24,CAD,Overdue,Net 15,0
INV-02260,PO-57332,TX-02260,CA01,2024,RE,100004,S004,2024-04-21,2024-04-21,2024-05-21,,,,31879.28,CAD,Overdue,Net 30,0
INV-01269,PO-66769,TX-01269,CA01,2023,RE,100008,S008,2023-08-14,2023-08-16,2023-09-13,2023-09-13,2023-09-13,PAY6140384,205160.92,CAD,Paid,Net 30,0
INV-01002,PO-46848,TX-01002,CA01,2024,RE,100026,S026,2024-02-02,2024-02-04,2024-03-03,2024-02-28,2024-02-28,PAY6487274,31005.73,CAD,Paid,Net 30,0
INV-02182,PO-23398,TX-02182,CA01,2024,RE,100029,S029,2024-12-08,2024-12-10,2025-01-07,,,,8560.08,CAD,Pending,Net 30,0
INV-02252,PO-91645,TX-02252,CA01,2025,RE,100006,S006,2025-07-20,2025-07-21,2025-09-03,2025-09-03,2025-09-03,PAY6525465,107336.24,CAD,Paid,Net 45,0
INV-02148,PO-77278,TX-02148,CA01,2023,RE,100016,S016,2023-12-04,2023-12-04,2023-12-19,2023-12-15,2023-12-15,PAY6535205,1538.08,CAD,Paid,Net 15,0
INV-01222,PO-15733,TX-01222,CA01,2023,RE,100016,S016,2023-07-31,2023-08-02,2023-08-15,,,,6099.99,CAD,Pending,Net 15,0
INV-01174,PO-26343,TX-01174,CA01,2025,RE,100036,S036,2025-11-26,2025-11-26,2025-12-26,2025-12-25,2025-12-25,PAY6094952,78172.86,CAD,Paid,Net 30,0
INV-01726,PO-52842,TX-01726,CA01,2023,RE,100033,S033,2023-01-06,2023-01-07,2023-02-05,2023-01-31,2023-01-31,PAY6416059,155078.42,CAD,Paid,Net 30,0
INV-01303,PO-59185,TX-01303,CA01,2025,RE,100004,S004,2025-09-24,2025-09-25,2025-10-24,2025-10-21,2025-10-21,PAY6381540,7491.82,CAD,Paid,Net 30,0
INV-02082,PO-61337,TX-02082,CA01,2023,RE,100017,S017,2023-05-10,2023-05-12,2023-06-09,2023-06-09,2023-06-09,PAY6526560,5191.12,CAD,Paid,Net 30,0
INV-02165,PO-26629,TX-02165,CA01,2024,RE,100032,S032,2024-08-16,2024-08-17,2024-10-15,2024-10-11,2024-10-11,PAY6011106,347769.14,CAD,Paid,Net 60,0
INV-01908,PO-33996,TX-01908,CA01,2024,RE,100016,S016,2024-08-24,2024-08-24,2024-09-08,2024-09-04,2024-09-04,PAY6694868,30453.85,CAD,Paid,Net 15,0
INV-00287,PO-18292,TX-00287,CA01,2023,RE,100036,S036,2023-10-18,2023-10-20,2023-11-17,2023-11-17,2023-11-17,PAY6250484,15354.74,CAD,Paid,Net 30,0
INV-02389,PO-78406,TX-02389,CA01,2024,RE,100033,S033,2024-08-24,2024-08-24,2024-09-23,2024-09-20,2024-09-20,PAY6889173,88558.59,CAD,Paid,Net 30,0
INV-00354,PO-20208,TX-00354,CA01,2024,RE,100038,S038,2024-05-25,2024-05-25,2024-06-24,2024-06-19,2024-06-19,PAY6845718,31307.13,CAD,Paid,Net 30,0
INV-01441,PO-57443,TX-01441,CA01,2024,RE,100028,S028,2024-02-08,2024-02-09,2024-03-24,2024-03-23,2024-03-23,PAY6643863,48654.24,CAD,Paid,Net 45,0
INV-00615,PO-35312,TX-00615,CA01,2023,RE,100029,S029,2023-07-29,2023-07-30,2023-08-28,2023-08-27,2023-08-27,PAY6717395,8104.1,CAD,Paid,Net 30,0
INV-02354,PO-33033,TX-02354,CA01,2023,RE,100017,S017,2023-04-04,2023-04-05,2023-05-04,,,,10100.32,CAD,Pending,Net 30,0
INV-01143,PO-98908,TX-01143,CA01,2023,RE,100029,S029,2023-01-20,2023-01-21,2023-02-19,2023-02-17,2023-02-17,PAY6173899,6457.67,CAD,Paid,Net 30,0
INV-01288,PO-37770,TX-01288,CA01,2025,RE,100028,S028,2025-11-03,2025-11-04,2025-12-18,,,,15440.22,CAD,Pending,Net 45,0
INV-00315,PO-74921,TX-00315,CA01,2024,RE,100031,S031,2024-04-09,2024-04-11,2024-05-24,,,,67974.08,CAD,Pending,Net 45,0
INV-01194,PO-29163,TX-01194,CA01,2023,RE,100017,S017,2023-10-02,2023-10-02,2023-11-01,,,,22015.14,CAD,Pending,Net 30,0
INV-01471,PO-22652,TX-01471,CA01,2025,RE,100034,S034,2025-03-15,2025-03-15,2025-04-29,2025-04-27,2025-04-27,PAY6793988,176379.8,CAD,Paid,Net 45,0
INV-00294,PO-19064,TX-00294,CA01,2025,RE,100037,S037,2025-08-05,2025-08-05,2025-09-04,2025-09-02,2025-09-02,PAY6539111,39209.05,CAD,Paid,Net 30,0
